selected_text,analyzed_polarity,sentiment_class
Anyone know what to do when your pc keeps restarting itself?,0.0,neutral
got it i`ll send you an email in a lil bit i have a lot to say,0.0,neutral
Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,0.8,positive
. It`ll be fun,0.3,positive
The best I could do,1.0,positive
really good,0.7,positive
doubt,0.0,neutral
Were at citibank I thought we were gonna go to grannys house but were no,0.0,neutral
"off to bed, night every onee",0.0,neutral
"heyy dude, yuup thats it really hows your monday?  x",0.2,positive
unfortunately I am stuck at work,-0.5,negative
psyching myself up for the next few days...oh my.,-0.1,negative
"Just helped save a runaway dog. he didn`t want to be my friend, though.",0.0,neutral
take a nap bedalii,0.0,neutral
'AAARRRGGGGHHH' is the only thing that can decribe how I feel rite now!,0.0,neutral
to go in their next live chat.,0.06818181818181818,positive
OMJ! J.O.N.A.S. is the best tv show EVER!  ?,1.0,positive
yummy,0.0,neutral
y r we giving up on people?  I actually thought that way for a while too before I found someone who is very intriguing,0.19500000000000003,positive
mope,0.0,neutral
on. Too slo,0.0,neutral
wish I can go to the Roots pinic,0.0,neutral
morning Bill,0.0,neutral
gonna go outside with my daddy... gonna take a ride with his new triumph!,0.08522727272727272,positive
soooo fun.,0.3,positive
"`Don`t call your mother, `cause now we`re partners in crime.` -KP",0.0,neutral
Just watched the 'Final Break' final prison break episode. It was great. Farewell Prison Break. You will be dearly missed.,0.26666666666666666,positive
Have just bought a TV tuner for my laptop.  He he.  I deserve a present,0.0,neutral
I didn`t see this until after,0.0,neutral
havin fun?,0.3,positive
missed the #jonaswebcast,0.0,neutral
Yeayy another baby girl in the family,0.0,neutral
the weather is much better there...,0.5,positive
oh no!!!  well..... When you get back lots of pictures!!!,0.0,neutral
I appreciate you,0.0,neutral
UGH!,0.0,neutral
Welcome new followers also,0.4681818181818182,positive
i must have just missed you. I was down there until 9:40 or so. Not sure if I`ll make it down again,-0.18703703703703703,negative
awwww  bew! you wont be here at all this summer?,0.625,positive
we are going all out!,0.0,neutral
what?! Come as you are!!! But erock just left  bah D:,0.0,neutral
last full day of vacation,0.175,positive
sucks,-0.3,negative
That is the 3rd NKOTB contest that Canadians can`t enter   The overseas fans have theirs now!  It`s bound to be our tur,0.0,neutral
just downloaded more music and videos on my ipod.,0.5,positive
I`m so hungry,0.0,neutral
blown up,0.0,neutral
morning! just got my coffee,0.0,neutral
"it`s looking bright, so I think the sun will put in an appearance, and then guess what - lawn wants cutting !!",-0.012499999999999956,negative
. thats upsetting  sorry,-0.5,negative
Hey  Mia!! Go to bed!,0.0,neutral
"so good, i miss eating it with you tho",0.7,positive
is pumped and bummed all at the same time.......,0.0,neutral
I forgot I moved 100 east...make that 8 hours home.,0.0,neutral
bummed,0.0,neutral
lie,0.0,neutral
I just re-skinned. Still figuring why tweetsuite isn`t updating,0.0,neutral
Two more tweets to go for 2345 tweets,0.5,positive
gotta play `Off the Wall` first tho,0.25,positive
My eyes hurt,0.0,neutral
www.youtube.com/watch?v=9FtuV3xMrN0,0.0,neutral
My TI89 died.,0.0,neutral
unemployment line here i come.,0.0,neutral
wo,0.0,neutral
"sorry,",-0.5,negative
thank you,0.0,neutral
bad mood now,-0.6999999999999998,negative
broken.,-0.4,negative
on our way home,0.0,neutral
"It`s about time I let people know whats happenning, although I often wonder why I bother   but hey it`ll soon be Christmas",0.0,neutral
poor boy,-0.4,negative
Happy,0.8,positive
I found out this morning too.,0.0,neutral
I miss working,0.0,neutral
I am not a ****! damnit!,0.0,neutral
thats great,0.8,positive
going to bed,0.0,neutral
great,0.8,positive
bl MUTHAFUCKIN ah!  I win!,1.0,positive
ugh.,0.0,neutral
http://twitpic.com/4jax3 - Update Ableton Live,0.13636363636363635,positive
fantastic,0.4,positive
is there a game,-0.4,negative
im good!,0.875,positive
"still up, JUST GOT HOME.  ready to go to sleep..",0.2,positive
"Good too thanks  So, you had a nice evening with your father? that`s cool  Thanks for the link BTW!",0.42000000000000004,positive
3 hours  oh my. Is it shorts weather do you know. I`d do my usual hanging out my window but the neighbours are out.,-0.25,negative
May,0.0,neutral
"I`m in a pub garden,  its boiling,  hannah no likey,",0.0,neutral
happy mother`s day,0.8,positive
my blog was marked as a phishing site,0.1,positive
Goodnight,0.0,neutral
sorry,-0.5,negative
ui. where arre you going to study?,0.0,neutral
headaches,0.0,neutral
love,0.5,positive
playing with my amazing dog jack,0.6000000000000001,positive
lucky!,0.41666666666666663,positive
you`ve been showing so much love!,0.625,positive
all my files got deleted,0.0,neutral
you looked great for being sick yesterday! i`m sorry I didn`t really make an effort to say hi..,-0.09821428571428571,negative
"Don`t worry,",0.0,neutral
I KNO I SHOULDA CAME,0.0,neutral
I dont know where to get my hair cut!,0.0,neutral
**** freezing out here!,0.0,neutral
Im cleaning out my closet!  ahhh...,0.0,neutral
welcome.,0.8,positive
love,0.5,positive
Wait...I thought it was 9:50? Don`t we have till 10?   #sigjeans,0.0,neutral
favorite,0.5,positive
Send good vibes!,0.875,positive
OFF TOPIC: missed both motorcades. The secret service tricked us all.  #bush #clinton,-0.4,negative
Looks good,0.7,positive
leaving work in 25 minutes to go to Broompark then to see the new flats then for lunch with Mandy and my dad.,0.13636363636363635,positive
is so excited fo,0.375,positive
"Welcome, you were our 10,000th follower! it`s very late CA time but we stayed up to meet you",0.305,positive
http://onoir.com try to go if you can. I tell everyone who goes to Montreal to check it out. Even people who live there,0.13636363636363635,positive
wanna go,0.0,neutral
slacking,0.0,neutral
"Oh whoops, my bad",-0.6999999999999998,negative
"i love all da sexy ladiez ya beautiful unique and sexy, and smart. dont let a **** call u a **** cuz ladies ya worth then dat i mean it",0.3658482142857143,positive
"here btw, this is not a bot",0.0,neutral
fun,0.3,positive
Why can`t people just be nice?,0.6,positive
I was only @ Cambie just slightly before the event then had to leave  Waiting for feedback though; I`ll keep u posted!,-0.10416666666666666,negative
Relaxing,0.0,neutral
sad.,-0.5,negative
sad.,-0.5,negative
I love it.,0.5,positive
i love,0.5,positive
ou deserve so much bette,0.2,positive
miss,0.0,neutral
its cuz you love me. dont make me sad,0.0,neutral
"????  ? ??????, ?????? ????????,Basquash,K-ON,07-Ghost,Sengoku Basara,Valkyria Chronicles,RequiemForThePhantom,EdenOfTheEast.",0.0,neutral
I`m sure some1 will **** out and play. I`m workin through til midnight.,0.5,positive
miss,0.0,neutral
yay back at home,0.0,neutral
On the plane to yosemite. Forgot my laptop at home,0.0,neutral
"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP",-0.15625,negative
So long as they hold your wine without tipping.,-0.05,negative
"and by the way it`s short stack, not sway sway  sway sway baby is a song of theirs",0.0,neutral
MISS,0.0,neutral
car just drove past my house blasting celine dion`s 'it`s all coming back to me now',-0.125,negative
want`s to see `2001 Maniacs` Why won`**** come through the post!?,0.0,neutral
woken up by mum. work,0.0,neutral
"gonna head to bed then work, then moncton to see Jill",0.0,neutral
y well,0.0,neutral
didnt cry at the end but was very sad to see the last episode of ER. man that was a good series.,0.016666666666666646,positive
yummy.,0.0,neutral
"Thx all - it`s a 3k capacity, bought second",0.0,neutral
CongratulationS.,0.0,neutral
g golden times,0.3,positive
Make sure you come back and comment again!,0.25,positive
No twitpic?  lol,0.8,positive
No you are not having my favorite drink without me  lol,0.65,positive
Planning a road trip down to San Diego- With a detour into Vegas to celebrate my birthday! Too bad it`s 7 wks away  I want to go now!,-0.5347222222222221,negative
Is off to meet my folks after a while...gonna b a working weekend too,0.0,neutral
hurt so badly??,-0.6999999999999998,negative
Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.,0.0,neutral
yeah I guess so  it makes me very sad though becase the disc is scratched!,-0.8125,negative
Where`s my bus? I want to go home!,0.0,neutral
"that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones",0.033333333333333326,positive
alone,0.0,neutral
happy,0.8,positive
Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09,0.07916666666666668,positive
Traffic is down to a crawl,-0.15555555555555559,negative
"I was saying the same thing yesterday! So I droped 120 tweets! No the smarted thing bussiness wise, but can find real people!",0.31666666666666665,positive
I`ll try to put together a list for a portfolio to put together along with a little bio on myself in my free time (school is stating),0.10625000000000001,positive
"no not proper, my dog barks too much & jumps up & its all my fault for not being strict enough",0.06666666666666667,positive
bored,-0.5,negative
Session almost over,0.0,neutral
__Cullen_ lol  emmett wont do a dance off again,0.8,positive
"Finally made it through Dead Space, that only took half a year",-0.09166666666666667,negative
"sad,",-0.5,negative
thanks,0.2,positive
love,0.5,positive
Why aren`t you at blue martini with me??,0.0,neutral
nice outside..,0.3,positive
Trying to stay awake  Anyone have any tips how to keep yourself awake ?,0.0,neutral
yeah .... just bought tickets for Pearl Jam in August,0.0,neutral
Can`t sleep. **** morning will come to soon. Have to rest! It will be a new day. A perfect day to start new changes,0.42424242424242414,positive
Watchin` JONAS,0.0,neutral
sick,-0.7142857142857143,negative
_x all three are in the first 2 weeks of june for me,0.25,positive
i`m a little jealous,-0.1875,negative
"Yea, D means direct, so only u and whoever u send it to can see it  But u can only direct msg someone who`s following u..",0.04,positive
I was just thinking that,0.0,neutral
Who was it that said Vive le difference to me only the other day? ;-),0.041666666666666664,positive
Surgery when I wake up,0.0,neutral
"Oh yeah, MY LAPTOP IS FIXED. Shame my internet is still **** and slow.",-0.10000000000000002,negative
thank,0.0,neutral
fun,0.3,positive
saddo,0.0,neutral
h fun,0.3,positive
I`m sorry,-0.5,negative
Apple is also rotten in,0.0,neutral
i want so,0.0,neutral
"I jus spoke 2 my lawyer, if I blow trial =3to7",0.0,neutral
needed my semi-**** best friend to go shoe shopping with me tonight. Alas he is nowhere to be found.,0.3,positive
cheese and onion crisps are the best  alice or rosalie cullen,1.0,positive
forgot,0.0,neutral
my pleasure..,0.0,neutral
glad,0.5,positive
"BARA, ****, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah",0.0,neutral
favorite,0.5,positive
_miss my best friend won tickets to see them from kiis fm!,1.0,positive
sitting in awe,0.0,neutral
still awake..doing my assignments and playing virtual farming,0.0,neutral
Off from work now!,0.0,neutral
i`m also in the bad books,-0.6999999999999998,negative
So exhausted.,-0.4,negative
I guess you`re responding to me about DC. If that`s the case...,0.0,neutral
Thank,0.0,neutral
headache,0.0,neutral
chose the wrong time of year,-0.5,negative
gooood,0.0,neutral
just wanted to say hello,0.0,neutral
I wana be there num 1 fan  sharsies??!!!,0.0,neutral
"yeah, still waitin`",0.0,neutral
You cna get em for about ï¿½17 but I`ve got one for ï¿½27 which is Asus same as lappie,0.0,neutral
THANKS,0.2,positive
bored.,-0.5,negative
thanks,0.2,positive
love,0.5,positive
hate,-0.8,negative
you stopped followin me?,0.0,neutral
Mo williamssssss,0.0,neutral
poked,0.0,neutral
lol,0.8,positive
Thank you very much Rex for FF,0.26,positive
I HAVE TO **** WORK.,0.0,neutral
um Mr. Deadly Sir . Can You Please Follow Me On twitter .,-0.2,negative
good movie night.,0.7,positive
i love these blogs they`re so funny!,0.40625,positive
good topics.,0.7,positive
I got in big trouble.,-0.1,negative
Happy,0.8,positive
Done with HW...gonna read a bit then pass out. Got a cool week to look forward too in between all the mayhem,0.35,positive
st ignor,0.0,neutral
lol. SWEET YEAR  haha,0.44999999999999996,positive
fantastic,0.4,positive
hey beautiful,0.85,positive
is having a lazy sunday,-0.25,negative
i really miss my satan kitty,0.2,positive
my gut feel says its gonna be a boy ababa,0.0,neutral
"yup, studying. At least I`m trying to. Trying to let the stuff I read enter my brain permanently.",-0.3,negative
Goodnight,0.0,neutral
still aint get,0.0,neutral
knows its all going to sort itself out,0.0,neutral
lost my keys at the mall... took me 45 mins to find them,0.0,neutral
Having rice crispies this morning  Brings back some good memories!,0.4375,positive
forgot,0.0,neutral
miss my bed,0.0,neutral
Finally watched the last couple episodes of The Office on NBC ( #theofficenbc ) - I now understand why Gervais stopped after 2 seasons,0.0,neutral
had a horrible dream,-1.0,negative
"y, I don`t have much of a problem",0.2,positive
Going out. A barbeque maybe?,0.0,neutral
You fooled me!,0.0,neutral
